Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2026-02-17 15:10:44 +0000,Single Leg Leg Extension, 10,29.02991170434421,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-16 14:55:55 +0000,Barbell Bench Press, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-16 14:55:55 +0000,Barbell Bench Press, 8,43.09127518613594,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-16 14:55:55 +0000,Barbell Bench Press, 9,79.3786648165662,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Barbell Bench Press, 7,79.3786648165662,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Barbell Bench Press, 5,79.3786648165662,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Pull Up, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Pull Up, 6,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Cable Rope Overhead Triceps Extension, 12,17.009713889264187,0.0,0.0,0.0,0.0,false,elbow height, 1.0
2026-02-16 14:55:55 +0000,Cable Rope Overhead Triceps Extension, 8,19.277675741166078,0.0,0.0,0.0,0.0,false,elbow height, 1.0
2026-02-16 14:55:55 +0000,Cable Crunch, 15,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-16 14:55:55 +0000,Cable Crunch, 15,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Rowing, 0,0.0,720.0,1000.0,0.0,0.0,false,, 0.0
2026-02-14 19:43:35 +0000,Farmer's Walk, 0,24.947580370920807,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-14 19:43:35 +0000,Farmer's Walk, 0,24.947580370920807,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-14 19:43:35 +0000,Farmer's Walk, 0,24.947580370920807,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-14 19:43:35 +0000,Farmer's Walk, 0,24.947580370920807,0.0,36.575998829568036,0.0,0.0,false,, 0.0
